1_name_lt;Beißender Frost
202171_tooltip;<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost} und gib ihr <keyword=doomed>Verdammt</keyword>. Zerstöre dann diese Einheit.
202172_fluff;Weiß nicht, was schlimmer war bei der Armee ... der Sold oder das Essen.
202172_name;Veteran
202172_tooltip;Keine Fähigkeit.
202173_fluff;Einen Schritt zum Wagen, und du hast einen Pfeil im Auge!
202173_name;Karawaneneskorte
202173_tooltip;Keine Fähigkeit.
202174_fluff;Bei Meliteles Gnade, ich schwöre, der Weg war hier irgendwo ...
202174_name;Karawanenführer
202174_tooltip;Keine Fähigkeit.
202175_fluff;Was ist im Wagen? Und was schert es mich?
202175_name;Söldnerwache
202175_tooltip;<keyword=deploy>Einsatz</keyword>, <keyword=melee>Nahkampf</keyword>: Verbessere diese Einheit um {Boost2}.\n<keyword=deploy>Einsatz</keyword>, <keyword=ranged>Fernkampf</keyword>: Verbessere alle anderen Einheiten in dieser Reihe um {Boost}.
202176_fluff;Der Traum eines guten Kommandanten ... der Albtraum eines schlechten.
202176_name;Dichter Nebel
202176_tooltip;Wende folgenden Effekt auf eine gegnerische Reihe an:\nFüge {Counter} Zug/Züge lang zu Beginn des Zugs der stärksten Einheit in dieser Reihe {Damage} Schaden zu.
202177_fluff;Angeblich verstehen Elfen Pferde besser als Menschen. Das scheint zu stimmen.
202177_name;Scoia'tael-Reiter
202177_tooltip;<keyword=deploy>Einsatz</keyword>: Füge einer Einheit {Damage} Schaden zu.
202178_fluff;Einen Freund bei Gefahr im Stich lassen? Niemals!
202178_name;Rittersporn: Guter Freund
202178_tooltip;Verschiebe diese Karte am Ende der Runde vom Friedhof zurück in dein Deck.
202179_fluff;Denkt dran, Kadetten! Wer zuerst zieht, ist im Vorteil über seinen Feind!
202179_name;Taktischer Vorteil
202179_tooltip;<keyword=immune>Immun</keyword>. <keyword=doomed>Verdammt</keyword>.\n<keyword=order>Befehl</keyword>: Verbessere eine Einheit um {Boost} und <keyword=banish>verbanne</keyword> dann diese Einheit.
202180_fluff;Gerade eben hat die Sonne noch geschienen! Ich schwöre es, bei den Göttern!
202180_name;Unnatürlicher Nebel
202180_tooltip;Füge jeden Zug zu Beginn des Zugs der stärksten Einheit in dieser Reihe {Damage} Schaden zu.
32_name_lt;Ragh nar Roog
32_tooltip_lt;Füge jeden Zug zu Beginn des Zugs der stärksten Einheit in dieser Reihe {Damage} Schaden zu.
4_name_lt;Strömender Regen
4_tooltip_lt;Füge {Counter} Zug/Züge lang zu Beginn des Zugs {MaxTargets} zufällig gewählten Einheiten {Damage} Schaden zu.
64_name_lt;Skellige-Sturm
64_tooltip_lt;Füge {Counter} Zug/Züge lang zu Beginn des Zugs allen Einheiten in einer Reihe {Damage} Schaden zu.
card_category_1;Doppelagent
card_category_10;Wilde Jagd
card_category_11;Taktik
card_category_12;Bestie
card_category_13;Anführer
card_category_14;Magier
card_category_15;Boss
card_category_16;Vampir
card_category_17;Cintra
card_category_18;Insektoid
card_category_19;Streuner
card_category_2;Konstrukt
card_category_20;Zauber
card_category_21;Redanien
card_category_22;Belagerungshelfer
card_category_23;Clan Drummond
card_category_24;Erscheinung
card_category_25;Verflucht
card_category_26;Soldat
card_category_27;Kaedwen
card_category_28;Wassermann
card_category_29;Clan Tuirseach
card_category_3;Clan Tordarroch
card_category_30;Clan Dimun
card_category_31;Hexer
card_category_32;Kultist
card_category_33;Alchemie
card_category_34;Waghalsig
card_category_35;Clan Heymaey
card_category_36;Blitz
card_category_37;Dryade
card_category_38;Sonderkarte
card_category_39;Elf
card_category_4;Lyrien
card_category_40;Nekrophage
card_category_41;Maschine
card_category_42;Aedirn
card_category_43;Unterstützung
card_category_44;Clan an Craite
card_category_46;Falle
card_category_47;Zwerg
card_category_48;Draconid
card_category_49;Belagerungsmaschine
card_category_5;Temerien
card_category_50;Offizier
card_category_52;Wettereffekt
card_category_53;Organisch
card_category_54;Gegenstand
card_category_55;Gefahr
card_category_56;Segen
card_category_57;Überfall
card_category_58;Verdammt
card_category_59;Bär
card_category_6;Ogroid
card_category_60;Blaue Streifen
card_category_61;Zucht möglich
card_category_62;Verschlinger
card_category_63;Drache
card_category_64;Harpyie
card_category_65;Heiler
card_category_66;Starrsinn
card_category_67;Unheilbar
card_category_68;Bauer
card_category_69;Trank
card_category_7;Relikt
card_category_70;Rückentwicklung
card_category_71;Doppler
card_category_73;Marke
card_category_75;Agent
card_category_76;Pirat
card_category_77;Schiff
card_category_78;Mensch
card_category_79;Ritter
card_category_8;Clan Brokvar
card_category_80;Gnom
card_category_81;Pflanze
card_category_82;Dämon
card_category_83;Bandit
card_category_84;Vran
card_category_85;Druide
card_category_86;Krieger
card_category_87;Svalblod
card_category_9;Test
card_token_berserk;obsolete
card_token_doomed;Statuseffekt, der die Einheit aus dem Spiel entfernt, nachdem sie auf den Friedhof verschoben wurde.
card_token_immune;Kann nicht ins Ziel genommen werden.
card_token_lock;Statuseffekt, der die Fähigkeiten einer Karte sperrt und andere Statuseffekte entfernt. Deaktiviert verdeckte Karten und dreht diese um.
card_token_marked;Diese Einheit ist markiert. Sie ist jetzt das Ziel der Fähigkeiten der Karte, die sie markiert hat.
card_token_resilience;Statuseffekt, der einer Einheit erlaubt, am Rundenende auf dem Schlachtfeld zu bleiben und in diesem Fall ihre Basisstärke wiederherstellt, wenn sie vorher verbessert wurde.
card_token_spying;Statuseffekt für eine Einheit, die auf der gegenüberliegenden Schlachtfeldseite ausgespielt oder dorthin verschoben wird.
keyword_ambush;<#600101>Überfall:</color> Wird verdeckt ausgespielt. Wird umgedreht, wenn die Bedingungen der Fähigkeit erfüllt werden.
keyword_armor;<#600101>Rüstung:</color> Absorbiert eine bestimmte Menge Schaden und wird dann entfernt.
keyword_aura;<#600101>Aura:</color> Eine passive Fähigkeit, die erlischt, sobald die Einheit zerstört oder geblockt wird.
keyword_banish;<#600101>Verbannen:</color> Entferne eine Karte aus dem Spiel. Etwaige Todeswunsch-Fähigkeiten werden nicht ausgelöst.
keyword_banish_in_graveyard;<#600101>Verdammt:</color> Einheiten: Werden aus dem Spiel entfernt, wenn sie vom Schlachtfeld entfernt werden.\nSonderkarten: Werden aus dem Spiel entfernt, nachdem deren Fähigkeiten ausgelöst wurden.
keyword_bloodthirst;<#600101>Blutdurst:</color> Anzahl beschädigter gegnerischer Einheiten, die benötigt wird, um diese Fähigkeit zu aktivieren.
keyword_bond;<#600101>Bindung:</color> Diese Fähigkeit wird immer dann ausgelöst, wenn eine Kopie dieser Einheit auf derselben Seite ausgespielt wird.
keyword_boon;<#600101>Segen:</color> Positiver Reiheneffekt. Wird durch andere Reiheneffekte ersetzt und am Ende der Runde entfernt.
keyword_boost;<#600101>Verbessern:</color> Erhöhe die aktuelle Stärke einer Einheit.
keyword_boosted;<#600101>Verbessert:</color> Die aktuelle Stärke einer Einheit ist höher als ihre Basisstärke.
keyword_brave;<#600101>Tapferkeit:</color> Diese Fähigkeit wird ausgelöst, wenn dein Gegner die aktuelle Runde gewinnt (wird berechnet, sobald sich diese Einheit und sämtliche Einheiten, die sie generiert, auf dem Schlachtfeld befinden).
keyword_charge;<#600101>Ladungen:</color> Die Anzahl der Ladungen bestimmt, wie oft eine Befehl-Fähigkeit eingesetzt werden kann. Einer Karte können nur dann Ladungen gegeben werden, wenn auf ihr "Ladungen: X" steht.
keyword_charm;<#600101>Bezirzen:</color> Verschiebe eine gegnerische Einheit in die gegenüberliegende Reihe.
keyword_clone;<#600101>Klon:</color> Eine exakte Kopie der Karte, mit der gleichen aktuellen Stärke und den gleichen Fähigkeiten.
keyword_conceal;<#600101>Verbergen:</color> Drehe eine enthüllte Karte um.
keyword_consume;<#600101>Verzehren:</color> Diese Einheit verschlingt andere Einheiten und verbessert sich um deren Stärke. Befindet sich die Zieleinheit auf der Hand oder im Deck, wird sie auf den Friedhof verschoben. Befindet sie sich auf dem Friedhof, wird sie aus dem Spiel entfernt.
keyword_cooldown;<#600101>Abklingzeit:</color> Anzahl von Runden, ehe eine Befehlsfähigkeit erneut eingesetzt werden kann.
keyword_counter;<#600101>Zähler:</color> Verringere den Zähler, wenn die angegebene Bedingung erfüllt wird. Verlässt die Einheit das Schlachtfeld, wird der Zähler zurückgesetzt.
keyword_craven;<#600101>Feigling:</color> Diese Fähigkeit wird ausgelöst, wenn dein Gegner die aktuelle Runde verliert.
keyword_create;<#600101>Erschaffen:</color> Generiere eine von drei zufällig ausgewählten Karten, die Karten einer bestimmten Fraktion und neutralen Karten sein können, sofern dies nicht anders angegeben ist.
keyword_crew;<#600101>Besatzung:</color> Diese Einheit löst die Fähigkeiten von benachbarten Einheiten mit Neue Besatzung aus.
keyword_crewed;<#600101>Neue Besatzung:</color> Löse diese Fähigkeit einmal für jede benachbarte Einheit mit Besatzung aus, wenn diese Einheit ausgespielt wird.
keyword_damage;<#600101>Schaden:</color> Verringere die aktuelle Stärke einer Einheit.
keyword_damaged;<#600101>Beschädigt:</color> Die aktuelle Stärke einer beschädigten Einheit ist geringer als ihre Basisstärke.
keyword_deadlock;<#600101>Waffengang:</color> Diese Fähigkeit wird ausgelöst, wenn keiner der beiden Spieler gepasst hat.
keyword_deathwish;<#600101>Todeswunsch:</color> Diese Fähigkeit wird ausgelöst, wenn die Einheit vom Schlachtfeld auf den Friedhof verschoben wird. Hinweis: Verbannte Einheiten werden nicht auf den Friedhof verschoben.
keyword_demote;<#600101>Degradieren:</color> Verwandle eine Goldkarte in eine Silberkarte (oder Bronzekarte, wenn die Karte ursprünglich eine Bronzekarte war).
keyword_deploy;<#600101>Einsatz:</color> Diese Fähigkeit wird aktiviert, wenn die Karte ausgespielt wird.
keyword_destroy;<#600101>Zerstören:</color> Verschiebe die Karte auf den Friedhof.
keyword_discard;<#600101>Verwerfen:</color> Verschiebe eine Karte aus deiner Hand oder dem Deck auf den Friedhof. Hinweis: Assoziierte Fähigkeiten werden beim manuellen Verwerfen nicht ausgelöst.
keyword_doomed;<#600101>Verdammt:</color> Statuseffekt, der die Einheit aus dem Spiel entfernt, nachdem sie auf den Friedhof verschoben wurde.
keyword_drain;<#600101>Entzug:</color> Füge einer Einheit Schaden zu und verbessere die entziehende Einheit um den verursachten Schaden.
keyword_draw;<#600101>Ziehen:</color> Nimm die oberste(n) Karte(n) deines Decks auf deine Hand.
keyword_duel;<#600101>Duell:</color> Einheiten fügen sich gegenseitig solange Schaden in Höhe ihrer jeweiligen Stärke zu, bis eine zerstört ist.
keyword_enemy;<#600101>Gegnerisch:</color> Eine Einheit auf der gegnerischen Schlachtfeldseite.
keyword_fatigue;<#600101>Einmalige Nutzung:</color> Die Fähigkeit dieser Karte kann nur einmal pro Spiel verwendet werden.
keyword_friendly;<#600101>Verbündet:</color> Eine Einheit auf deiner Schlachtfeldseite.
keyword_gamble;<#600101>Wagnis:</color> Starte ein Glücksspiel.
keyword_gold;<#600101>Immun:</color> Statuseffekt, durch den diese Karte nicht ins Ziel genommen werden kann.
keyword_hazard;<#600101>Gefahr:</color> Negativer Reiheneffekt. Wird durch andere Reiheneffekte ersetzt und am Ende der Runde entfernt.
keyword_heal;<#600101>Heilen:</color> Wenn die aktuelle Stärke einer Einheit unter ihrer Basisstärke liegt, setze sie entweder auf ihre Basisstärke zurück oder erhöhe ihre Stärke um die genannte Menge.
keyword_highest;<#600101>Stärkste:</color> Mit der höchsten Stärke. Sind mehrere gleichstark, wird zufällig gewählt.
keyword_idle;<#600101>Inaktiv:</color> Anzahl von Runden, die eine Einheit auf dem Brett verbleiben muss, ehe sie ausgelöst werden kann.
keyword_immobile;Kann nicht bewegt werden.
keyword_immune;<#600101>Immun:</color> Kann nicht ins Ziel genommen werden.
keyword_leadership;<#600101>Führungskraft:</color> Diese Fähigkeit wird ausgelöst, wenn eine der Anführerkarten ausgespielt wird (aber bevor die Anführerfähigkeit zum Tragen kommt).
keyword_lock;<#600101>Block:</color> Statuseffekt, der die Fähigkeiten einer Karte sperrt und andere Statuseffekte entfernt. Deaktiviert verdeckte Karten und dreht diese um.
keyword_lowest;<#600101>Schwächste:</color> Mit der niedrigsten Stärke. Sind mehrere gleichstark, wird zufällig gewählt.
keyword_melee;<#600101>Nahkampf:</color> Diese Fähigkeit wird nur dann ausgelöst, wenn sich die Einheit in der Nahkampfreihe befindet.
keyword_mulligan;<#600101>Mulligan:</color> Mische eine Karte von deiner Hand in dein Deck und ziehe die oberste Karte aus deinem Deck nach.
keyword_muster;<#600101>Herbeirufen:</color> Spiele automatisch eine Karte aus dem Deck aus.
keyword_non_decoyable;<#600101>Starrsinn:</color> Kann nicht zurück auf die Hand genommen werden.
keyword_order;<#600101>Befehl:</color> Diese Fähigkeit wird manuell durch den Spieler ausgelöst. Karten mit Befehl-Fähigkeit können erst 1 Zug, nachdem sie auf das Schlachtfeld ausgespielt wurden, eingesetzt werden.
keyword_overstrain;<#600101>Überanstrengung:</color> Führe die angegebene Aktion für jede von der vorhergehenden Fähigkeit als Ziel gewählte Karte aus.
keyword_pair;<#600101>Paar:</color> Diese Fähigkeit wird ausgelöst, wenn sich zwei Kopien dieser Karte auf dem Schlachtfeld befinden.
keyword_promote;<#600101>Befördern:</color> Verwandle diese Karte in eine Goldkarte, bis die Runde endet.
keyword_ranged;<#600101>Fernkampf:</color> Diese Fähigkeit wird nur dann ausgelöst, wenn sich die Einheit in der Fernkampfreihe befindet.
keyword_reach;<#600101>Reichweite:</color> Abstand in Reihen, über den gezielt werden kann.
keyword_regress;<#600101>Rückschritt:</color> Setze diese Karte auf ihren ursprünglichen Zustand zurück.
keyword_regressing;<#600101>Rückentwicklung:</color> Wenn diese Einheit vom Schlachtfeld entfernt wird, wird ihre Basisstärke auf den Wert gesetzt, den sie in der Sammlung hat. Wird nicht durch Block deaktiviert.
keyword_reset;<#600101>Zurücksetzen:</color> Stelle den Ausgangszustand einer Karte wieder her (so, wie sie in der Deckschmiede erscheint).
keyword_resilient;<#600101>Zähigkeit:</color> Statuseffekt, der einer Einheit erlaubt, am Rundenende auf dem Schlachtfeld zu bleiben und in diesem Fall ihre Basisstärke wiederherstellt, wenn sie vorher verbessert wurde.
keyword_resistant;<#600101>Resistenz:</color> Eine resistente Einheit wird nicht von der genannten Gefahr beeinträchtigt.
keyword_restrained;Bosse können nicht anvisiert werden.
keyword_resurrect;<#600101>Auferstehung:</color> Spiele eine Karte aus deinem Friedhof aus.
keyword_retaliation;<#600101>Vergeltung:</color> Diese Fähigkeit wird ausgelöst, wann immer diese Einheit beschädigt, aber nicht auf den Friedhof verschoben wird.
keyword_reveal;<#600101>Enthüllen:</color> Zeige eine Karte beiden Spielern und nimm sie dann ins Deck oder auf die Hand zurück.
keyword_revealed;<#600101>Enthüllt:</color> Eine Karte auf der Hand wurde umgedreht.
keyword_revenge;<#600101>Rache:</color> Diese Fähigkeit wird ausgelöst, wenn beim Zug deines Gegners eine Karte vom Schlachtfeld auf den Friedhof verschoben wird.
keyword_round_end;<#600101>Rundenende:</color> Diese Fähigkeit wird ausgelöst, wenn die Runde endet.
keyword_seize;<#600101>Ergreifen:</color> Verschiebe eine gegnerische Einheit in die gegenüberliegende Reihe.
keyword_shield;<#600101>Schild:</color> Eine Schild-Marke beschützt eine Einheit vor dem nächsten Effekt, der ihr Schaden zufügen, sie schwächen oder auf eine niedrigere Stärke setzen würde.
keyword_solitary;<#600101>Einzelgänger:</color> Diese Fähigkeit wird ausgelöst, wenn sich nur eine Kopie dieser Karte auf dem Schlachtfeld befinden.
keyword_spawn;<#600101>Generieren:</color> Füge dem Spiel eine Karte hinzu.
keyword_spring;<#600101>Auslösen:</color> Drehe eine verdeckte Überfall-Karte um und löse ihre Fähigkeit aus.
keyword_spying;<#600101>Spionage:</color> Statuseffekt für eine Einheit, die auf der gegenüberliegenden Schlachtfeldseite ausgespielt oder dorthin verschoben wird.
keyword_strengthen;<#600101>Kräftigen:</color> Erhöhe die Basisstärke einer Einheit.
keyword_stubborn;<#600101>Starrsinn:</color> Kann nicht erneut ausgespielt oder zurück auf die Hand genommen werden.
keyword_summon;<#600101>Herbeirufen:</color> Verschiebe automatisch auf das Schlachtfeld (diese gilt dann nicht als ausgespielt).
keyword_swap;<#600101>Austausch:</color> Verschiebe eine Karte aus der Hand ins Deck und ziehe in deinem Zug eine andere Karte, um die verschobene zu ersetzen.
keyword_thrive;<#600101>Gedeihen:</color> Verbessere diese Einheit um 1, wann immer eine verbündete Einheit mit höherer Stärke ausgespielt wird.
keyword_timer;<#600101>Timer:</color> Verringere den Timer für jeden Zug, bei dem sich diese Einheit auf dem Schlachtfeld befindet, um 1. Die Fähigkeit wird ausgelöst, sobald der Timer 0 erreicht (zu Beginn oder am Ende des Zuges). Verlässt die Einheit das Schlachtfeld, wird der Timer zurückgesetzt.
keyword_token;<#600101>Marke:</color> Diese Einheit wird nach Rundenende aus dem Spiel entfernt.
keyword_transform;<#600101>Verwandeln:</color> Verwandle die Karte in eine andere Einheit.
keyword_trio;<#600101>Trio:</color> Genau 3 ungeblockte Kopien einer Einheit in einer Reihe.
keyword_truce;<#600101>Waffenstillstand:</color> Wenn keiner der beiden Spieler gepasst hat.
keyword_turn_end;<#600101>Zugende:</color> Diese Fähigkeit wird am Ende deines Zugs ausgelöst.
